STOP_NAME,LATITUDE,LONGITUDE
부산대생활환경관,35.23373314,129.0780379
부산대예술관,35.23324909,129.0778882
부산대화학관,35.23448619,129.0782658
부산대본관,35.2328365,129.0835395
부산대문창회관,35.23420688,129.0822738
부산대문창회관,35.23408922,129.08223
부산대제2도서관,35.23514919,129.0815564
부산대제2도서관,35.23501513,129.0815106
부산대사회관,35.23576513,129.080085
부산대사회관,35.2356276,129.0800151
광명사,35.23010325,129.0764148
부산대후문,35.23240407,129.0742231
경보아파트,35.22541281,129.0817163
서울슈퍼,35.25090858,129.05525
서문입구,35.2513123,129.0483584
연수암,35.2503302,129.0498354
포구나무집,35.25142604,129.0532493
동문,35.2432052,129.0644673
남문,35.24185919,129.061933
남문,35.24169519,129.061959
공해부락,35.24437796,129.0560013
산성공해마을,35.24389654,129.0570613
고별대,35.23946223,129.0688339
동문,35.24337598,129.0644358
부산대후문,35.23232122,129.0740617
고별대,35.23954498,129.0690008
샘골공원,35.26077165,129.0875529
구서2동,35.2621367,129.086115
구서동,35.24203168,129.0888398
구서동,35.24221962,129.0887752
사취등,35.11551001,128.9156735
사취등,35.11550095,128.9157625
강서경찰서,35.11820346,128.9066886
강서경찰서,35.11815804,128.9068072
중신,35.09541474,128.9044288
전등,35.09182167,128.9227267
오션모텔앞,35.093071,128.923506
정호농원,35.091338,128.907049
밭등,35.09191523,128.9058648
백양노인정,35.20953194,129.0436521
느루식당,35.20992686,129.0446057
한신아파트정문,35.21022228,129.045374
한신아파트정문,35.21004016,129.045608
한신아파트중문,35.20918896,129.0454588
한신아파트후문,35.20819942,129.0449652
동원아파트,35.21003394,129.0296274
만덕럭키아파트,35.20966495,129.0287309
그린코아아파트,35.20689775,129.0298991
만덕럭키아파트,35.20965667,129.0283719
백운농원입구,35.24730176,129.0337378
애기소,35.24426725,129.03001
흥아농장입구,35.24285361,129.0262652
화명수목원,35.24973503,129.0411343
백운농원입구,35.24863612,129.0355039
화명수목원,35.25016066,129.0420788
구포3동,35.19748954,129.0151758
구포3동,35.19754003,129.0150084
송정해수욕장,35.18247667,129.2039765
송정,35.18353542,129.2020861
송정해수욕장,35.18231062,129.2043004
석대사거리,35.21687167,129.1193783
반여농산물도매시장,35.21756496,129.1222907
반송본동,35.23085217,129.1514727
윗반송역,35.23290725,129.1550178
반송본동,35.23089335,129.1515426
본동,35.22974519,129.1519527
송운초등학교,35.23025208,129.1571026
석대사거리,35.2169163,129.1197832
과정교,35.18431501,129.1189856
원동IC교차로,35.19346648,129.1172258
원동IC교차로,35.19291754,129.1184454
원동IC교차로,35.19380003,129.1170949
동부지청,35.18908817,129.1282251
동부지청,35.18902224,129.1280314
동해선벡스코역,35.17208609,129.1329936
동해선벡스코역,35.17204109,129.133176
센텀고등학교,35.17704483,129.1289441
센텀센시빌,35.17483773,129.1314656
롯데백화점센텀시티점,35.16967324,129.1317843
시청자미디어센터.KNN방송국,35.17219256,129.130266
시청자미디어센터,35.1726602,129.1298768
영화의전당,35.17142,129.1282867
시청자미디어센터.KNN방송국,35.17202319,129.1299049
시청자미디어센터,35.17225569,129.1297408
SK텔레콤,35.17416149,129.127524
SK텔레콤,35.17406785,129.1277414
SK텔레콤,35.1734777,129.1282304
SK텔레콤,35.17356456,129.1280247
센텀중학교,35.17650852,129.1248377
센텀중학교,35.17694959,129.1251169
IS타워,35.17693354,129.1253638
센텀중학교,35.17529504,129.1252896
센텀파크,35.17907051,129.1228206
센텀초등학교,35.18066831,129.1216824
센텀스타,35.17753117,129.1240337
센텀초등학교,35.1805684,129.1217534
센텀파크.부산은행,35.17890454,129.1229575
유창맨션,35.18016332,129.1269583
재송초등학교,35.18387827,129.126468
재송농협,35.18556177,129.1259086
유창맨션,35.18034752,129.1269368
재송농협,35.18578049,129.125796
재송초등학교,35.18434342,129.1264057
동해선센텀역,35.18020797,129.1248338
센텀고등학교,35.17699966,129.128438
센텀센시빌,35.17525577,129.1310101
선수촌아파트,35.20372667,129.1232617
센텀롯데캐슬아파트,35.20373439,129.1228337
인지초등학교,35.20337306,129.1240182
(구)강변자동차매매단지,35.2062329,129.1218458
세월교입구.선수촌아파트,35.2040673,129.1200305
신촌입구,35.20651113,129.1232423
장산성당,35.20534508,129.1250316
(구)강변자동차매매단지,35.2065636,129.1218591
반송보건지소,35.22899019,129.1485607
반송시장,35.22750161,129.1484658
반송보건지소,35.22891493,129.1485543
반송시장,35.22744314,129.1484661
반송우체국.영산대역,35.22524636,129.1478969
반송초등학교,35.22354952,129.1456172
옹기골,35.22199539,129.1441463
석대역,35.21982696,129.1382007
석대동,35.22013587,129.129533
석대화훼단지,35.21947033,129.1258991
석대동,35.21984104,129.1286508
석대화훼단지,35.21927521,129.1259863
석대역,35.21944841,129.1396964
옹기골,35.22127074,129.1438203
반송초등학교,35.22372365,129.1460044
반여농산물도매시장동문,35.21472711,129.1246072
반여농산물시장역,35.21765091,129.1246055
반여농산물도매시장,35.21777634,129.1219971
당사입구,35.19782734,129.206313
구학초등학교,35.13702998,128.9945533
구학초등학교,35.13762636,128.9937219
구덕고교,35.13964322,128.9917491
여성문화회관,35.14057573,128.9898325
구덕고등학교,35.13943473,128.9921424
구덕극동아파트,35.13853115,128.9934175
축산물도매시장,35.14143252,128.9890393
구학초등학교,35.13729319,128.9948755
구학초등학교,35.13735191,128.9948191
주례사거리,35.14914942,129.0000063
주례사거리,35.14908022,128.9999863
신진정비공장,35.14795739,128.9998104
다누림센터·부산구치소,35.14667944,128.9947639
학장,35.14583331,128.9928725
부산구치소,35.14671685,128.9948567
학장,35.14587327,128.9929577
학장교차로,35.1448169,128.9884569
동양아파트,35.1447578,128.991211
다누림센터·부산구치소,35.14645099,128.9949091
학장교차로,35.14298719,128.9864645
동양아파트,35.14461567,128.9908873
학장교차로,35.14356348,128.9885078
삼락동,35.19495928,128.9857806
국제식품,35.1935112,128.9832971
경북철강,35.14706592,128.981185
경북철강,35.14666472,128.980784
유유철강,35.14236089,128.9796704
산업용품상가,35.15969137,128.976014
주감초등학교,35.15264441,129.0010717
백양마을,35.15402647,128.9979354
주감중학교,35.15549786,128.9955049
사상근린공원,35.15808993,128.9932944
능인사,35.16620585,128.9893574
주감중학교,35.15555902,128.9954577
서부시외버스터미널.사상역,35.16301183,128.9841008
서부시외버스터미널.사상역,35.16379457,128.9837255
사상초등학교,35.16685539,128.9825289
사상초등학교,35.1664161,128.9827156
괘법르네시떼역.르네시떼,35.16320945,128.9777924
르네시떼,35.16318582,128.9779317
삼대한의원,35.15897817,128.9879913
사상우체국,35.16055082,128.9864878
감전초등학교,35.15686034,128.9868182
성광약국,35.15753665,128.9847571
개금시장,35.14815362,129.0172296
백병원입구,35.14808221,129.0202257
개금시장,35.14815485,129.0171319
백병원입구,35.14808246,129.0201276
주례여자고등학교,35.14776514,129.0162184
개금현대아파트,35.14757881,129.0162608
주례지구대,35.14582802,129.0008692
동서대KIT생활관,35.14675303,129.0091766
동서대글로벌빌리지,35.14669555,129.0081159
동서대후문,35.14685167,129.0103016
주례지구대,35.14601178,129.0008776
냉정고개,35.15178194,129.0172457
반도보라아파트,35.15262101,129.0122723
한일유엔아이아파트입구,35.15290977,129.0109739
보훈병원,35.15278183,129.0043653
부산보훈병원,35.15305248,129.005496
엄궁초등학교.동백맨션,35.12918552,128.9758931
대림아파트,35.12888389,128.9776059
엄궁롯데캐슬,35.1286787,128.9745739
대림아파트,35.1291623,128.9775394
동백맨션,35.12941914,128.9758635
코오롱아파트후문,35.12587276,128.9767615
쌍용스윗닷홈,35.12463224,128.9753286
코오롱아파트정문,35.12738795,128.9781146
대동아파트,35.12359797,128.9738931
엄궁초등학교,35.12862952,128.9728668
(구)엄궁동부산은행,35.12887805,128.9711766
한신아파트후문,35.12331835,128.9725491
엄궁(기점),35.1236027,128.9721393
한신아파트정문,35.12429419,128.9708452
엄궁한신1차아파트,35.12564543,128.9681517
한신아파트정문,35.12400222,128.9707546
한신아파트후문,35.12311163,128.9723353
하단SK뷰아파트앞,35.11713376,128.9623579
쌍용스윗닷홈,35.12445834,128.9755157
대동아파트,35.12340448,128.9740309
코오롱아파트후문,35.1254552,128.9766422
코오롱아파트정문,35.12726821,128.9783607
사상전화국,35.14934487,128.9911544
부산구치소,35.14953384,128.9942036
주례교차로,35.14989092,128.9987651
사상전화국,35.14755259,128.9886491
롯데정비,35.19180745,128.9842931
금강화학,35.19032122,128.9801243
금강화학,35.19022599,128.9806222
국제식품,35.19236923,128.9825942
서부주유소,35.18352565,128.976042
(주)대정.성지,35.18635312,128.9772696
부산디지털고,35.10961592,129.0317187
금호아파트,35.11152362,129.030767
동아아파트,35.11320109,129.0302883
중구노인복지회관,35.10392548,129.025722
중구노인복지회관,35.10384946,129.0256025
한신스포렉스,35.10381642,129.0270409
한신스포렉스,35.10396155,129.0269842
남해슈퍼,35.10464059,129.0274664
남해슈퍼,35.10483151,129.0273999
산복도로교차로,35.10585057,129.0269213
보수아파트,35.10743972,129.0267579
보수어린이집,35.10659152,129.0269206
중구노인정,35.10612629,129.0284853
혜광고등학교후문,35.10866351,129.0266363
중앙공원,35.11212006,129.0279604
중앙공원,35.11213472,129.0281352
중앙도서관,35.11066445,129.0269499
증앙도서관,35.11047557,129.0269506
서구복지회관,35.11038224,129.025739
서구복지회관,35.11024264,129.025841
혜광분식,35.10965298,129.0256063
보수아파트,35.10748973,129.0265961
보수어린이집,35.1065776,129.0267267
중구노인정,35.10601186,129.0285922
혜광고등학교후문,35.10862668,129.026429
혜광분식,35.109737,129.0257016
중구종합사회복지관,35.10567175,129.0285908
중구복지관,35.1057439,129.0287104
보수아파트,35.10773648,129.0262382
혜광고교,35.10898934,129.0243997
락서암,35.11071274,129.0248857
대신여중,35.11300543,129.0261365
동대신2동,35.1152262,129.0239438
동대고개,35.11591801,129.0223718
산복도로교차로,35.10581248,129.0267662
서대시장,35.10931684,129.0161371
서대신역.서부경찰서,35.11036482,129.0135797
서대시장.동대신역,35.10979151,129.0173967
서대시장. 동대신역,35.10966206,129.0162654
동신초등학교,35.11497148,129.0188866
동신초등학교,35.11528762,129.0183503
동대신역,35.11107765,129.0171518
동대신역,35.11144226,129.0169838
서대신우체국,35.11290253,129.0164914
구덕운동장,35.11331345,129.0162525
구덕운동장(종점),35.11470736,129.015516
구덕운동장,35.11364651,129.0160705
문화아파트,35.11544584,129.0166483
문화아파트,35.11538806,129.0164753
부경고교,35.11425048,129.0139195
부경고교,35.11395298,129.013837
부경고교,35.11327967,129.013483
구덕실내체육관,35.11496661,129.0141867
동아대부민캠퍼스,35.10746929,129.0209207
동아대부민캠퍼스,35.10605336,129.0199656
서부교회,35.10863136,129.0193089
동아대부민캠퍼스,35.10618793,129.0203146
동대시장,35.11065502,129.0199411
서부교회,35.10930524,129.0181106
서부교회,35.10796827,129.0196215
서대시장.동대신역,35.1098648,129.0167973
동대신역,35.11073188,129.0176547
부산대학병원.토성역,35.10143078,129.0199978
토성동,35.09789946,129.0205712
부산방사선과앞,35.09813454,129.0203407
토성동역,35.09938146,129.0195524
토성역.아미동입구,35.0999728,129.0179624
부산대학교병원,35.09997457,129.0178586
아미파출소,35.10026876,129.0167904
동아대부민캠퍼스,35.10497964,129.0202387
영락교회,35.10317244,129.0207719
부산대학병원.토성역,35.10144527,129.0196889
충무동교차로,35.09640414,129.0234906
충무시장,35.09644442,129.023272
남부민시장입구,35.09265387,129.0221269
토성동,35.09791071,129.0210179
부산대학병원.토성역,35.09896016,129.0201312
부산방사선과앞,35.09782894,129.021099
대청마루,35.1145309,129.0257089
영산3동아파트,35.1160927,129.0229038
한국빌라,35.11545935,129.0245504
동대신2동,35.11491895,129.0239332
동대고개,35.11605684,129.0217543
대신여중,35.11324496,129.0256468
락서암,35.11033114,129.0245183
혜광고교,35.10889537,129.0241266
보수아파트,35.10736415,129.0260552
경남고등학교입구,35.11732128,129.0193895
송도입구,35.0797797,129.0174606
고신대학교복음병원,35.08147046,129.0161511
고신대학교복음병원,35.08117988,129.0160124
알로이시오의원,35.08214657,129.012843
알로이시오의원,35.08184599,129.0127779
감천초등학교,35.08253681,129.0098106
진동,35.09837553,128.9274212
동리,35.10046666,128.9280838
진동,35.09825166,128.9273758
동리,35.1005992,128.9281048
낙동강철새도래지,35.09007807,128.9167744
전등,35.09197902,128.922261
오션모텔앞,35.093456,128.922742
전등,35.09203,128.8892483
중신,35.09543454,128.9046021
중신뚝길,35.095245,128.904517
포니상회,35.096025,128.908031
중신입구,35.097674,128.911068
밭등,35.09181353,128.9057637
정호농원,35.091268,128.907097
당리마을,35.22080818,128.985345
신촌,35.22081637,128.9782654
신촌회관,35.22118146,128.9805821
당리마을입구,35.22021026,128.989981
당리마을,35.22088918,128.9844688
신촌,35.2207286,128.9777302
신촌회관,35.22102384,128.9805335
대저양수장,35.22053754,128.9701023
동연정입구,35.22071498,128.9725773
당리마을회관,35.22317413,128.9922812
당리마을입구,35.22029784,128.9914868
당리마을입구,35.21984258,128.9909051
수문할매집,35.21788628,128.9901157
수문할매집,35.21848169,128.9903712
당리마을입구,35.22026995,128.9908477
대저양수장,35.22040904,128.9701002
동연정입구,35.220612,128.972483
우편집중국,35.21924868,128.9595236
낙동중후문,35.22010203,128.9666711
대저상리,35.21959275,128.9632884
우편집중국,35.21914129,128.9595454
낙동중후문,35.21951512,128.9659022
대저상리,35.21947545,128.9631806
부산교도소,35.21625429,128.9517362
중리1구꽃동네,35.2185554,128.9555673
평강,35.21445371,128.9495487
부산공항여객차고지,35.1715934,128.951866
철우정밀,35.16494149,128.9428293
공항입구,35.17650271,128.9500094
김해공항차고지,35.17144572,128.9515818
철우정밀,35.16477238,128.9430317
순서,35.16201204,128.935968
공항활주로,35.1618693,128.9401476
순서마을,35.1618533,128.9359117
공항활주로,35.1617294,128.9401607
도도본리,35.16684015,128.935039
도도본리,35.16738429,128.9350259
정관도마을,35.16525835,128.926277
정관도마을회관,35.16722485,128.9313189
정관도삼거리,35.16910899,128.9335365
작지,35.14272194,128.9502781
교회앞,35.13831001,128.9481464
동자,35.13048308,128.944009
맥도자연생태공원,35.15094328,128.9538202
염막2구,35.11938564,128.9366945
염막2구,35.11893182,128.9370552
금호오리마을,35.15606134,128.956075
작지,35.1437483,128.9500589
교회앞,35.13889596,128.9477778
동자,35.13109082,128.9436935
맥도자연생태공원,35.15161605,128.953464
진목교회,35.13414762,128.9162213
진목교회,35.13416058,128.9160712
강서예술촌,35.13104065,128.9185847
구들목입구,35.12876887,128.9196208
금일정유소,35.12088408,128.9181148
청량사,35.1162705,128.9195923
찬호반점,35.124684,128.9182213
중곡,35.16418182,128.9130488
상곡,35.17224952,128.9151617
강동119안전센터,35.1747148,128.9158648
남광정밀,35.16631889,128.9133851
중곡,35.16420966,128.9128738
상곡,35.17187691,128.9149319
남광정밀,35.16670695,128.9133502
대저수문,35.2322661,128.9937575
대저수문,35.23230329,128.993422
당리마을회관,35.22322576,128.9918816
대저동,35.21100832,128.9858167
강서고.부산혜원학교,35.21472167,128.988841
대저동,35.2113954,128.9855987
강서구청역,35.21119914,128.9808196
강서구청,35.21242192,128.9826886
강서구청,35.21225774,128.9829393
롯데마트,35.08466343,128.9728738
사하경찰서,35.08609487,128.9776494
사하경찰서,35.08601639,128.9776424
장림,35.08484222,128.9792546
제일제당,35.08421068,128.9772115
제일제당,35.08412649,128.9771999
장림역,35.08310153,128.9771968
자동차검사장.롯데마트,35.08536959,128.9732537
내리,35.20069317,129.2067866
내리초등학교,35.2042978,129.2065646
반송보건지소,35.2292101,129.1487738
반송보건지소,35.22928933,129.1487838
반송1동주민센터,35.22502638,129.1485616
반송주공아파트,35.23266688,129.1594576
고촌역.대진여객,35.23499969,129.1591979
송운초등학교,35.22999504,129.1561048
본동,35.22992745,129.1519671
풍산금속,35.21271284,129.1253876
반여농산물도매시장남문,35.21336663,129.122351
반여농산물도매시장동문,35.21477405,129.1249354
중리,35.20840724,129.1236235
반석초등학교,35.20995708,129.1251453
중리,35.20849228,129.1234681
디지털엣지코리아,35.17510349,129.1275396
부산디자인진흥원,35.17395785,129.1299527
반송도개공입구,35.228827,129.1611839
남흥아파트,35.22816562,129.1626435
반송주공아파트입구,35.23003842,129.1589403
반송주공아파트,35.23257965,129.1596697
삼한아파트,35.22863116,129.1610389
반송주공아파트입구,35.22996056,129.1585854
반여2동,35.19574704,129.1308932
수협장산지점,35.19827718,129.1313302
반산초등학교,35.19421384,129.1303805
한국마트,35.19428517,129.1303868
반여시장입구,35.19519618,129.1274501
더샵센텀그린,35.19441887,129.1251551
재송삼익아파트,35.19197052,129.1207511
반여시장,35.19499575,129.1291677
제반보건지소,35.19286765,129.1228609
센텀파미르아파트,35.19451626,129.1257946
반여시장입구,35.19497416,129.127498
재송삼익아파트,35.19186269,129.1211127
반여시장,35.19478123,129.1291285
재반보건지소,35.19264016,129.1229868
반여시장입구,35.19495651,129.1276784
보훈아파트,35.1946853,129.1261218
재송삼익아파트,35.19200916,129.121702
원동IC교차로,35.19335769,129.1182933
일동아파트,35.20461536,129.1182633
송보자유아파트,35.20474967,129.1183647
센텀SK뷰아파트,35.20205051,129.116011
안락현대아파트,35.19921513,129.1133959
우방아파트,35.20370379,129.1172558
센텀SK뷰아파트113동,35.20274227,129.1165389
벽산한솔타운,35.20636483,129.1192785
센텀강변현대아파트,35.20846285,129.1198391
센텀SD아파트정문,35.20987936,129.1200339
센텀SD아파트후문,35.21152228,129.1197611
우신아파트,35.2130327,129.1188303
대우아파트,35.21462021,129.1171349
일동아파트,35.20500021,129.1183061
송보자유아파트,35.20479068,129.1181754
벽산한솔타운아파트,35.20613715,129.1191457
무정리길,35.20154567,129.1237016
선수촌아파트118동,35.20053686,129.1233577
인지초등학교,35.20313617,129.1245203
선수촌아파트정문,35.20095317,129.1235023
센텀롯데캐슬3차아파트,35.19969242,129.1231978
무정초등학교,35.19801098,129.1227126
무정초등학교,35.1984307,129.1226912
부일교회,35.18767018,129.1223962
재송시장입구,35.18729442,129.125206
해운대경찰서,35.18613966,129.1207662
해운대경찰서,35.1862404,129.1207649
동해선재송역,35.18931258,129.1208063
해운대경찰서,35.18532843,129.1211145
해운대경찰서,35.18522041,129.1211171
센텀동부센트레빌,35.18315998,129.1227385
재송농협,35.185436,129.1253704
동부지청어귀교차로,35.18227236,129.1224783
재송초등학교,35.18414287,129.1261959
재송노인복지회관,35.18035541,129.1266532
유창맨션,35.18022418,129.1266781
재송초등학교,35.18407578,129.1262085
재송농협,35.18526109,129.1249961
센텀동부센트레빌,35.18336781,129.122489
재송농협,35.18632514,129.1254108
재송농협,35.1863781,129.1254024
재송시장입구,35.18747892,129.1249025
부일교회,35.18787288,129.1219798
부일교회,35.18791828,129.1215792
재송시장,35.1874821,129.1248073
인지중학교,35.20414963,129.1251876
무정리길,35.20162472,129.1234846
선수촌아파트정문,35.201263,129.1233437
센텀롯데캐슬3차아파트,35.19971946,129.1229405
센텀롯데캐슬아파트,35.20383,129.1232017
센텀롯데캐슬아파트,35.20401456,129.1226793
반여3동,35.19986313,129.1313438
동백,35.28974904,129.2572076
동백선착장,35.28622704,129.2568387
새끝,35.30901849,129.2593615
문동,35.30633284,129.2566418
문동,35.3064028,129.256716
새끝,35.30897963,129.2593033
새끝,35.30901405,129.2595977
문동,35.30643479,129.2569744
문동,35.30649515,129.257026
새끝,35.30896009,129.2595463
문중,35.30232125,129.2572175
문중,35.30225502,129.2572401
기장문화예절학교,35.32363523,129.2725648
기장문화예절학교,35.32361004,129.2724597
묘관음사입구,35.32130161,129.2661902
임랑삼거리,35.31696504,129.2588904
임랑마을,35.31780643,129.2614378
묘관음사입구,35.3212621,129.2661181
월내시장,35.32641623,129.2770158
동해선월내역.월내시장,35.32645304,129.2770923
기장문화예절학교,35.3239048,129.2727352
기장문화예절학교,35.32386798,129.2726374
임랑삼거리,35.3173157,129.261125
묘관음사입구,35.32107538,129.2661331
묘관음사입구,35.3211318,129.266192
임랑삼거리,35.31726952,129.2610636
임랑해수욕장입구,35.31660946,129.2603823
임랑해수욕장입구,35.31653247,129.2603456
임랑삼거리,35.31716514,129.2601799
이동,35.27191757,129.2440587
이동,35.2718538,129.2440113
미동마을,35.28609289,129.168429
이곡,35.27530293,129.1790263
웅천,35.2891086,129.1680973
웅천,35.28932798,129.1681486
장전리,35.27520403,129.1448646
철마면행정복지센터,35.27432038,129.1504677
구림마을,35.27205716,129.157649
철마면사무소,35.27450018,129.150247
철마면행정복지센터,35.27404114,129.1498365
장전리,35.27546401,129.1454484
철마삼거리,35.27763187,129.1347199
철마삼거리,35.27729256,129.1337769
대선주조정문,35.35974379,129.2580559
기장구조대,35.3244532,129.21273
기장구조대,35.32445997,129.2128213
서편마을,35.32440363,129.2027292
예림마을,35.32518695,129.2063019
서편마을,35.32436637,129.2026537
예림마을,35.32516775,129.2063919
광명사입구,35.32132193,129.2283202
광명사입구,35.32134161,129.2285082
내덕입구,35.32163167,129.2321583
기장구조대,35.32463003,129.2127226
기장구조대,35.32462571,129.2126279
내덕입구,35.32166405,129.2323377
부산장안고등학교,35.32038251,129.2371321
광명사입구,35.32180812,129.228159
광명사입구,35.32183548,129.2279774
내덕입구,35.32225623,129.2321047
청광.아시아드컨트리클럽,35.29517039,129.2366683
청광.아시아드컨트리클럽,35.29545688,129.2367536
청광.아시아드컨트리클럽,35.29505809,129.2369004
청광.아시아드컨트리클럽,35.29531681,129.2369823
고원1차아파트,35.33223574,129.2831105
갈치고개,35.25082398,129.1794519
안평삼거리,35.25070336,129.1838498
갈치고개,35.25069112,129.1793269
상신리,35.2563585,129.1767039
상신리,35.25621042,129.1766049
구칠,35.26109443,129.1707263
구칠,35.2610551,129.1705338
점현,35.26595946,129.1648309
점현,35.26591926,129.1646444
갓안마을,35.26802137,129.1634369
갓안마을,35.26812663,129.163133
보림,35.27175432,129.1598485
마지회관,35.27416777,129.1650268
보림,35.27170178,129.1597675
마지마을,35.27417982,129.1649048
구림마을,35.27220533,129.1577032
철마면행정복지센터,35.27440636,129.1507109
동암정문,35.1963308,129.2222937
동암후문,35.19795611,129.2232723
동부산관광단지,35.1912408,129.2150969
용궁사.국립수산과학원,35.19410843,129.2200228
동암후문,35.19759192,129.2227163
동암정문,35.19615239,129.2218277
해광사,35.20560358,129.2242565
기차여행,35.20899607,129.2231181
서암입구,35.21087769,129.2224592
동부산관광단지,35.19108669,129.2152701
용궁사.국립수산과학원,35.19370038,129.21981
당사.공수마을,35.18606489,129.2111588
공수.양경마을,35.18377028,129.2100782
공수,35.18399967,129.2102622
당사.양경마을,35.18660642,129.2113591
남성한빛가든,35.08440698,129.0089786
감천사거리,35.0863325,129.0068682
신익아파트,35.07938458,129.0202897
부산관광고교,35.08210065,129.0220697
암남동주민센터,35.07967537,129.0217032
충무동해안시장,35.09615736,129.0252464
충무동해안시장,35.09620697,129.0258399
충무쇼핑.충무동새벽시장,35.09280787,129.0238584
공동어시장,35.08900625,129.0242459
충무동교차로,35.09566071,129.024165
대진아파트,35.08729124,129.024419
등대시장,35.08465013,129.024693
대림아파트,35.08231242,129.0249093
자갈치역.충무동교차로,35.09662684,129.0238026
충무동교차로,35.09675077,129.0229977
충무시장,35.09672602,129.0231375
동대신3동,35.11740747,129.0185638
동대신3동,35.1176039,129.0186373
동신초등학교,35.11507268,129.0181349
동신초등학교입구,35.11448978,129.0191861
서여고,35.11399517,129.0200785
동신초등학교,35.11501672,129.0182197
서여자고등학교,35.11408041,129.0199691
동아대병원입구,35.1174473,129.0167113
동아탕,35.11717951,129.0168595
초장중학교,35.09441219,129.0188878
하동상회,35.096082,129.018109
초장동,35.09285671,129.018436
아미초등학교,35.09780946,129.0172983
아미초등학교,35.0976906,129.0170938
광성사,35.09877845,129.0163951
산상교회.비석문화마을,35.09980395,129.0120733
세화어린이집,35.09916459,129.0145198
아미동공영주차장,35.09918881,129.0133172
아미청년회,35.09917995,129.0119605
아미초등학교,35.0989047,129.0158053
한샘슈퍼,35.09863859,129.0120141
미화당슈퍼,35.09945881,129.0131442
아미파출소,35.09999879,129.0167726
토성역.아미동입구,35.09970179,129.0185894
부산대학교병원,35.09970792,129.0183858
아미시장,35.09997131,129.0168426
토성역,35.09966197,129.01935
아미파출소,35.09943502,129.0160775
아동보호종합센터,35.10004562,129.0158419
천주교아파트,35.10027616,129.0134317
아동보호종합센터,35.10008161,129.015931
동원냉장,35.0655834,129.0127539
감천1.2.3부두,35.06786473,129.0098837
모지포마을,35.06366693,129.0145162
모지포마을입구,35.06268916,129.0162568
성진수산,35.06218652,129.0120101
동원냉장,35.06573783,129.0130486
영락교회,35.10344896,129.0206484
신익아파트,35.07992534,129.020313
부산관광고교,35.08245269,129.021766
남부민동,35.08285849,129.0186472
남부민2동주민센터,35.08376474,129.0204103
천마우편취급국,35.08515604,129.0221899
남부민초등학교,35.08775998,129.0234786
모지포마을입구,35.06282019,129.0164484
모지포마을,35.06374793,129.0146844
휴게소,35.06581598,129.0198588
암남공원,35.06346935,129.0193476
송도교차로,35.07833805,129.0182996
송도초등학교,35.07890367,129.0168396
송도해수욕장,35.07673569,129.0158819
송도공영주차장,35.07417241,129.0151844
송도혜성아파트·풍림아이원아파트,35.07230642,129.0158033
송도입구,35.07943788,129.0181268
구덕운동장,35.11661602,129.0168184
구덕야구장,35.1167491,129.0167287
구덕초등학교,35.1195851,129.0129313
경남고등학교,35.1188775,129.0183411
구덕초등학교,35.11936457,129.0127091
광성사,35.09864273,129.0163449
대진슈퍼,35.09831993,129.0119922
산상교회.비석문화마을,35.09974351,129.0121239
세화어린이집,35.09888332,129.0147734
아미동공영주차장,35.09901247,129.0134309
아미청년회,35.09908473,129.0121164
아미초등학교,35.09882022,129.0157726
미화당슈퍼,35.09933001,129.0130313
감천문화마을.부산교육역사관,35.09734615,129.0103338
구감,35.09559002,129.0103809
아미동감천삼거리,35.09804158,129.0113878
천주교아파트,35.1000685,129.0134112
아동보호종합센터,35.09995142,129.0160847
아동보호종합센터,35.09990344,129.0160114
천주교아파트,35.10011137,129.0133274
세신빌라,35.10060419,129.011417
까치새길입구,35.10137485,129.0117167
아름다운교회,35.10308314,129.0110521
사하경찰서,35.08628618,128.977319
사하경찰서,35.08620267,128.9773112
사하소방서 사하우체국,35.08898538,128.973104
사하경찰서,35.08529209,128.9795359
신평,35.08626061,128.9796878
기점,35.08484898,128.9798481
장림,35.0851852,128.9790958
제일제당,35.08452878,128.977569
제일제당,35.0843829,128.977564
장림역,35.08306072,128.9785337
홈플러스,35.0831318,128.9785741
장림2동주민센터,35.07766739,128.9727091
장림우체국,35.0794035,128.9726505
효림초등교,35.07611928,128.9727679
장림우체국,35.07922602,128.9726579
효림초등학교,35.07602943,128.9727728
스타우프코리아,35.06731944,128.9545485
경부산업,35.07054743,128.9559234
동아정밀,35.06397174,128.9576331
유성식당,35.06798016,128.9566058
주.현진,35.05778619,128.9590518
선보공업,35.05991822,128.9586962
금강공업.홍티아트센터,35.06240631,128.9580438
대우아파트,35.05002224,128.9666003
몰운대아파트,35.05006591,128.967505
몰운대아파트10,35.05168742,128.967285
중현초등학교,35.05135003,128.9659575
몰운대아파트102,35.0508186,128.9684134
다대해수욕장,35.04964714,128.9693024
성원아파트,35.04990737,128.9681831
몰운대아파트,35.05028715,128.9676809
대우아파트,35.05029548,128.9665586
다대포해수욕장,35.05005651,128.9704549
다대자유아파트,35.05157345,128.9709648
다대자유아파트,35.05164662,128.9709836
다대해수욕장,35.05013574,128.9704852
다대포해수욕장,35.04903932,128.9697239
다대5지구복지회,35.05163886,128.9632717
다대1동주민센터,35.05876094,128.9721124
다대포항역,35.05743966,128.9709729
다대우신아파트,35.05461949,128.970447
다대농협,35.05632426,128.970397
다대우신아파트,35.05469468,128.9704417
도개공아파트,35.05058183,128.9635405
조성하이츠,35.05093272,128.9653278
